blind	B1-2023-I-a	B1	B2	high	13	105
blind	B1-2023-I-a	B1	B2	high	12	105
blind	B1-2023-I-a	B1	B2	high	13	105
blind	B1-2023-I-b	B1	B1	high	12	124
blind	B1-2023-I-b	B1	B1	high	11	124
blind	B1-2023-I-b	B1	B1	high	12	124
blind	B2-2023-II-a	B2	B2	high	11	106
blind	B2-2023-II-a	B2	B2	high	12	106
blind	B2-2023-II-a	B2	B2	high	11	106
blind	B2-2023-II-b	B2	B2	high	11	122
blind	B2-2023-II-b	B2	B2	high	12	122
blind	B2-2023-II-b	B2	B2	high	10	122
blind	B1-2024-I-a	B1	B1	high	15	110
blind	B1-2024-I-a	B1	B2	high	13	110
blind	B1-2024-I-a	B1	B2	high	13	110
blind	B1-2024-I-b	B1	B1	high	12	119
blind	B1-2024-I-b	B1	B1	high	13	119
blind	B1-2024-I-b	B1	B1	high	11	119
blind	B2-2024-II-a	B2	B2	high	12	113
blind	B2-2024-II-a	B2	B2	high	12	113
blind	B2-2024-II-a	B2	B2	high	13	113
blind	B2-2024-II-b	B2	B2	high	12	116
blind	B2-2024-II-b	B2	B2	high	11	116
blind	B2-2024-II-b	B2	B2	high	11	116
blind	B1-2025-I-a	B1	B1	high	13	107
blind	B1-2025-I-a	B1	B1	high	11	107
blind	B1-2025-I-a	B1	B1	high	11	107
blind	B1-2025-I-b	B1	B1	high	12	113
blind	B1-2025-I-b	B1	B1	high	11	113
blind	B1-2025-I-b	B1	B1	high	11	113
blind	B2-2025-II-a	B2	B2	high	12	127
blind	B2-2025-II-a	B2	B2	high	10	127
blind	B2-2025-II-a	B2	B2	high	13	127
blind	B2-2025-II-b	B2	B2	high	12	125
blind	B2-2025-II-b	B2	B2	high	11	125
blind	B2-2025-II-b	B2	B1	high	12	125
